order,slot_id,name,variant_count,mission_ids,level,score,primary_service,family,red,yellow,green
810,807,Evacuation of Stranded Passenger Train,1,807,5,74.73,fire,rail,assets/icons/red/0810--807--evacuation-of-stranded-passenger-train.png,assets/icons/yellow/0810--807--evacuation-of-stranded-passenger-train.png,assets/icons/green/0810--807--evacuation-of-stranded-passenger-train.png
811,808,Passenger Train Caught in Landslide (Major Incident),1,808,5,142.65,fire,rail,assets/icons/red/0811--808--passenger-train-caught-in-landslide-major-incident.png,assets/icons/yellow/0811--808--passenger-train-caught-in-landslide-major-incident.png,assets/icons/green/0811--808--passenger-train-caught-in-landslide-major-incident.png
812,809,Flooded Railway Station (Persons Trapped),1,809,5,52.49,fire,rail,assets/icons/red/0812--809--flooded-railway-station-persons-trapped.png,assets/icons/yellow/0812--809--flooded-railway-station-persons-trapped.png,assets/icons/green/0812--809--flooded-railway-station-persons-trapped.png
813,810,Goods Train Collided with HGV,1,810,5,53.3,fire,rail,assets/icons/red/0813--810--goods-train-collided-with-hgv.png,assets/icons/yellow/0813--810--goods-train-collided-with-hgv.png,assets/icons/green/0813--810--goods-train-collided-with-hgv.png
814,811,Fight over ugly Christmas sweater contest,1,811,3,13.24,police,crowd,assets/icons/red/0814--811--fight-over-ugly-christmas-sweater-contest.png,assets/icons/yellow/0814--811--fight-over-ugly-christmas-sweater-contest.png,assets/icons/green/0814--811--fight-over-ugly-christmas-sweater-contest.png
815,812,Gingerbread House Fire,1,812,4,23.99,fire,fire,assets/icons/red/0815--812--gingerbread-house-fire.png,assets/icons/yellow/0815--812--gingerbread-house-fire.png,assets/icons/green/0815--812--gingerbread-house-fire.png
816,813,Pedestrian Struck By Reindeer,1,813,3,16.29,fire,animal,assets/icons/red/0816--813--pedestrian-struck-by-reindeer.png,assets/icons/yellow/0816--813--pedestrian-struck-by-reindeer.png,assets/icons/green/0816--813--pedestrian-struck-by-reindeer.png
817,814,Elves Protesting,1,814,3,15.71,police,crowd,assets/icons/red/0817--814--elves-protesting.png,assets/icons/yellow/0817--814--elves-protesting.png,assets/icons/green/0817--814--elves-protesting.png
818,815,Large Animal Rescue,1,815,2,8.78,fire,animal,assets/icons/red/0818--815--large-animal-rescue.png,assets/icons/yellow/0818--815--large-animal-rescue.png,assets/icons/green/0818--815--large-animal-rescue.png
819,816,School buses collide due to black ice,1,816,4,27.03,police,weather,assets/icons/red/0819--816--school-buses-collide-due-to-black-ice.png,assets/icons/yellow/0819--816--school-buses-collide-due-to-black-ice.png,assets/icons/green/0819--816--school-buses-collide-due-to-black-ice.png
820,817,Train stuck in snowstorm,2,817 817/a,4,27.66,fire,rail,assets/icons/red/0820--817--train-stuck-in-snowstorm.png,assets/icons/yellow/0820--817--train-stuck-in-snowstorm.png,assets/icons/green/0820--817--train-stuck-in-snowstorm.png
821,818,Poisoned chocolates,1,818,2,9.61,ambulance,hazmat,assets/icons/red/0821--818--poisoned-chocolates.png,assets/icons/yellow/0821--818--poisoned-chocolates.png,assets/icons/green/0821--818--poisoned-chocolates.png
822,819,Forgotten anniversary,1,819,3,15.22,police,police,assets/icons/red/0822--819--forgotten-anniversary.png,assets/icons/yellow/0822--819--forgotten-anniversary.png,assets/icons/green/0822--819--forgotten-anniversary.png
823,820,Snowplow overturned on rural road,1,820,3,16.67,fire,weather,assets/icons/red/0823--820--snowplow-overturned-on-rural-road.png,assets/icons/yellow/0823--820--snowplow-overturned-on-rural-road.png,assets/icons/green/0823--820--snowplow-overturned-on-rural-road.png
824,821,Dog running around on motorway,1,821,1,2.76,police,animal,assets/icons/red/0824--821--dog-running-around-on-motorway.png,assets/icons/yellow/0824--821--dog-running-around-on-motorway.png,assets/icons/green/0824--821--dog-running-around-on-motorway.png
825,822,Driver hit by loose truck wheel,1,822,3,20.98,police,marine,assets/icons/red/0825--822--driver-hit-by-loose-truck-wheel.png,assets/icons/yellow/0825--822--driver-hit-by-loose-truck-wheel.png,assets/icons/green/0825--822--driver-hit-by-loose-truck-wheel.png
826,823,Fire in furniture shop,1,823,4,47.5,fire,fire,assets/icons/red/0826--823--fire-in-furniture-shop.png,assets/icons/yellow/0826--823--fire-in-furniture-shop.png,assets/icons/green/0826--823--fire-in-furniture-shop.png
827,824,Fire in stables,1,824,3,17.21,fire,fire,assets/icons/red/0827--824--fire-in-stables.png,assets/icons/yellow/0827--824--fire-in-stables.png,assets/icons/green/0827--824--fire-in-stables.png
828,825,Truck carrying Eggnog overturned,1,825,3,16.61,police,police,assets/icons/red/0828--825--truck-carrying-eggnog-overturned.png,assets/icons/yellow/0828--825--truck-carrying-eggnog-overturned.png,assets/icons/green/0828--825--truck-carrying-eggnog-overturned.png
829,826,Missing Easter eggs,1,826,2,7.02,police,police,assets/icons/red/0829--826--missing-easter-eggs.png,assets/icons/yellow/0829--826--missing-easter-eggs.png,assets/icons/green/0829--826--missing-easter-eggs.png
830,827,Fire at control tower,1,827,5,53.94,fire,fire,assets/icons/red/0830--827--fire-at-control-tower.png,assets/icons/yellow/0830--827--fire-at-control-tower.png,assets/icons/green/0830--827--fire-at-control-tower.png
831,828,Party centre on fire,1,828,4,49.74,fire,fire,assets/icons/red/0831--828--party-centre-on-fire.png,assets/icons/yellow/0831--828--party-centre-on-fire.png,assets/icons/green/0831--828--party-centre-on-fire.png
832,829,Unexploded WW2 Ordnance in Countryside,1,829,3,16.43,mixed,eod,assets/icons/red/0832--829--unexploded-ww2-ordnance-in-countryside.png,assets/icons/yellow/0832--829--unexploded-ww2-ordnance-in-countryside.png,assets/icons/green/0832--829--unexploded-ww2-ordnance-in-countryside.png
833,830,Unexploded WW2 Ordnance on Quiet Beach,1,830,3,18.22,mixed,eod,assets/icons/red/0833--830--unexploded-ww2-ordnance-on-quiet-beach.png,assets/icons/yellow/0833--830--unexploded-ww2-ordnance-on-quiet-beach.png,assets/icons/green/0833--830--unexploded-ww2-ordnance-on-quiet-beach.png
834,831,Unexploded WW2 Ordnance on Busy Beach,1,831,4,31.87,mixed,eod,assets/icons/red/0834--831--unexploded-ww2-ordnance-on-busy-beach.png,assets/icons/yellow/0834--831--unexploded-ww2-ordnance-on-busy-beach.png,assets/icons/green/0834--831--unexploded-ww2-ordnance-on-busy-beach.png
835,832,Unexploded WW2 Ordnance in Harbour,1,832,4,46.9,mixed,eod,assets/icons/red/0835--832--unexploded-ww2-ordnance-in-harbour.png,assets/icons/yellow/0835--832--unexploded-ww2-ordnance-in-harbour.png,assets/icons/green/0835--832--unexploded-ww2-ordnance-in-harbour.png
836,833,Unexploded WW2 Ordnance in Marina,1,833,5,55.58,mixed,eod,assets/icons/red/0836--833--unexploded-ww2-ordnance-in-marina.png,assets/icons/yellow/0836--833--unexploded-ww2-ordnance-in-marina.png,assets/icons/green/0836--833--unexploded-ww2-ordnance-in-marina.png
837,834,Unexploded WW2 Ordnance Discovered at Small Train Station,1,834,4,27.87,mixed,eod,assets/icons/red/0837--834--unexploded-ww2-ordnance-discovered-at-small-train-station.png,assets/icons/yellow/0837--834--unexploded-ww2-ordnance-discovered-at-small-train-station.png,assets/icons/green/0837--834--unexploded-ww2-ordnance-discovered-at-small-train-station.png
838,835,Unexploded WW2 Ordnance Discovered at Large Train Station,1,835,4,46.84,mixed,eod,assets/icons/red/0838--835--unexploded-ww2-ordnance-discovered-at-large-train-station.png,assets/icons/yellow/0838--835--unexploded-ww2-ordnance-discovered-at-large-train-station.png,assets/icons/green/0838--835--unexploded-ww2-ordnance-discovered-at-large-train-station.png
839,836,Unexploded WW2 Grenade Located in Shed,1,836,3,11.96,mixed,animal,assets/icons/red/0839--836--unexploded-ww2-grenade-located-in-shed.png,assets/icons/yellow/0839--836--unexploded-ww2-grenade-located-in-shed.png,assets/icons/green/0839--836--unexploded-ww2-grenade-located-in-shed.png
840,837,Unexploded WW2 Grenade Located in Loft,1,837,3,17.98,mixed,animal,assets/icons/red/0840--837--unexploded-ww2-grenade-located-in-loft.png,assets/icons/yellow/0840--837--unexploded-ww2-grenade-located-in-loft.png,assets/icons/green/0840--837--unexploded-ww2-grenade-located-in-loft.png
841,838,Unexploded WW2 Bomb Located at Building Site (Small),1,838,4,21.89,mixed,eod,assets/icons/red/0841--838--unexploded-ww2-bomb-located-at-building-site-small.png,assets/icons/yellow/0841--838--unexploded-ww2-bomb-located-at-building-site-small.png,assets/icons/green/0841--838--unexploded-ww2-bomb-located-at-building-site-small.png
842,839,Unexploded WW2 Bomb Located at Building Site (Large),1,839,4,39.61,mixed,eod,assets/icons/red/0842--839--unexploded-ww2-bomb-located-at-building-site-large.png,assets/icons/yellow/0842--839--unexploded-ww2-bomb-located-at-building-site-large.png,assets/icons/green/0842--839--unexploded-ww2-bomb-located-at-building-site-large.png
843,840,Person trapped under vehicle,1,840,3,20.51,fire,rescue,assets/icons/red/0843--840--person-trapped-under-vehicle.png,assets/icons/yellow/0843--840--person-trapped-under-vehicle.png,assets/icons/green/0843--840--person-trapped-under-vehicle.png
844,841,Smoke coming from company premises,1,841,3,15.63,fire,fire,assets/icons/red/0844--841--smoke-coming-from-company-premises.png,assets/icons/yellow/0844--841--smoke-coming-from-company-premises.png,assets/icons/green/0844--841--smoke-coming-from-company-premises.png
845,842,Sprained leg,1,842,1,2.49,ambulance,medical,assets/icons/red/0845--842--sprained-leg.png,assets/icons/yellow/0845--842--sprained-leg.png,assets/icons/green/0845--842--sprained-leg.png
846,843,Sprained arm,1,843,1,2.49,ambulance,medical,assets/icons/red/0846--843--sprained-arm.png,assets/icons/yellow/0846--843--sprained-arm.png,assets/icons/green/0846--843--sprained-arm.png
847,844,Sprained ankle,1,844,1,2.49,ambulance,medical,assets/icons/red/0847--844--sprained-ankle.png,assets/icons/yellow/0847--844--sprained-ankle.png,assets/icons/green/0847--844--sprained-ankle.png
848,845,Fans fight at volleyball match,1,845,3,16.53,police,crowd,assets/icons/red/0848--845--fans-fight-at-volleyball-match.png,assets/icons/yellow/0848--845--fans-fight-at-volleyball-match.png,assets/icons/green/0848--845--fans-fight-at-volleyball-match.png
849,846,Fans fight at basketball game,1,846,3,16.53,police,crowd,assets/icons/red/0849--846--fans-fight-at-basketball-game.png,assets/icons/yellow/0849--846--fans-fight-at-basketball-game.png,assets/icons/green/0849--846--fans-fight-at-basketball-game.png
850,847,Truck overturned by strong winds,2,847 847/a,3,17.22,fire,weather,assets/icons/red/0850--847--truck-overturned-by-strong-winds.png,assets/icons/yellow/0850--847--truck-overturned-by-strong-winds.png,assets/icons/green/0850--847--truck-overturned-by-strong-winds.png
851,848,Cyclist blown over by strong winds,1,848,1,2.42,ambulance,weather,assets/icons/red/0851--848--cyclist-blown-over-by-strong-winds.png,assets/icons/yellow/0851--848--cyclist-blown-over-by-strong-winds.png,assets/icons/green/0851--848--cyclist-blown-over-by-strong-winds.png
852,849,Roof tiles loose in the gutter,1,849,2,4.26,fire,fire,assets/icons/red/0852--849--roof-tiles-loose-in-the-gutter.png,assets/icons/yellow/0852--849--roof-tiles-loose-in-the-gutter.png,assets/icons/green/0852--849--roof-tiles-loose-in-the-gutter.png
853,850,Roof tiles loose on the roof,1,850,2,4.26,fire,fire,assets/icons/red/0853--850--roof-tiles-loose-on-the-roof.png,assets/icons/yellow/0853--850--roof-tiles-loose-on-the-roof.png,assets/icons/green/0853--850--roof-tiles-loose-on-the-roof.png
854,851,Gutter at risk of being blown off,1,851,2,4.26,fire,fire,assets/icons/red/0854--851--gutter-at-risk-of-being-blown-off.png,assets/icons/yellow/0854--851--gutter-at-risk-of-being-blown-off.png,assets/icons/green/0854--851--gutter-at-risk-of-being-blown-off.png
855,852,Solar panels at risk of falling off the roof,1,852,2,4.26,fire,medical,assets/icons/red/0855--852--solar-panels-at-risk-of-falling-off-the-roof.png,assets/icons/yellow/0855--852--solar-panels-at-risk-of-falling-off-the-roof.png,assets/icons/green/0855--852--solar-panels-at-risk-of-falling-off-the-roof.png
856,853,Player missing,1,853,2,7.27,police,police,assets/icons/red/0856--853--player-missing.png,assets/icons/yellow/0856--853--player-missing.png,assets/icons/green/0856--853--player-missing.png
857,854,Out of control coach,1,854,1,3.67,police,police,assets/icons/red/0857--854--out-of-control-coach.png,assets/icons/yellow/0857--854--out-of-control-coach.png,assets/icons/green/0857--854--out-of-control-coach.png
858,855,Ticket forgery,1,855,1,2.47,police,police,assets/icons/red/0858--855--ticket-forgery.png,assets/icons/yellow/0858--855--ticket-forgery.png,assets/icons/green/0858--855--ticket-forgery.png
859,856,Fire in inaccessible terrain,1,856,4,24.02,fire,fire,assets/icons/red/0859--856--fire-in-inaccessible-terrain.png,assets/icons/yellow/0859--856--fire-in-inaccessible-terrain.png,assets/icons/green/0859--856--fire-in-inaccessible-terrain.png
860,857,Washing machine on fire,1,857,1,2.77,fire,fire,assets/icons/red/0860--857--washing-machine-on-fire.png,assets/icons/yellow/0860--857--washing-machine-on-fire.png,assets/icons/green/0860--857--washing-machine-on-fire.png
861,858,Dryer on fire,1,858,1,2.77,fire,fire,assets/icons/red/0861--858--dryer-on-fire.png,assets/icons/yellow/0861--858--dryer-on-fire.png,assets/icons/green/0861--858--dryer-on-fire.png
862,859,Tampering with fire hydrants,1,859,2,5.76,fire,fire,assets/icons/red/0862--859--tampering-with-fire-hydrants.png,assets/icons/yellow/0862--859--tampering-with-fire-hydrants.png,assets/icons/green/0862--859--tampering-with-fire-hydrants.png
863,860,Dog loose on road,1,860,1,2.76,police,animal,assets/icons/red/0863--860--dog-loose-on-road.png,assets/icons/yellow/0863--860--dog-loose-on-road.png,assets/icons/green/0863--860--dog-loose-on-road.png
864,861,Knifepoint Robbery of a Person,1,861,2,7.78,police,crime,assets/icons/red/0864--861--knifepoint-robbery-of-a-person.png,assets/icons/yellow/0864--861--knifepoint-robbery-of-a-person.png,assets/icons/green/0864--861--knifepoint-robbery-of-a-person.png
865,862,ANPR Activation - High Risk Missing Person,1,862,4,21.96,police,crime,assets/icons/red/0865--862--anpr-activation-high-risk-missing-person.png,assets/icons/yellow/0865--862--anpr-activation-high-risk-missing-person.png,assets/icons/green/0865--862--anpr-activation-high-risk-missing-person.png
866,863,Fallen Down Stairs,1,863,2,5.02,ambulance,medical,assets/icons/red/0866--863--fallen-down-stairs.png,assets/icons/yellow/0866--863--fallen-down-stairs.png,assets/icons/green/0866--863--fallen-down-stairs.png
867,864,Lost child at the beach,1,864,3,12.18,police,police,assets/icons/red/0867--864--lost-child-at-the-beach.png,assets/icons/yellow/0867--864--lost-child-at-the-beach.png,assets/icons/green/0867--864--lost-child-at-the-beach.png
868,865,Fish sting on beach,0,,1,0.0,ambulance,medical,assets/icons/red/0868--865--fish-sting-on-beach.png,assets/icons/yellow/0868--865--fish-sting-on-beach.png,assets/icons/green/0868--865--fish-sting-on-beach.png
869,866,Burned by barbecue,0,,1,0.0,ambulance,medical,assets/icons/red/0869--866--burned-by-barbecue.png,assets/icons/yellow/0869--866--burned-by-barbecue.png,assets/icons/green/0869--866--burned-by-barbecue.png
870,867,Jet ski near the coast,0,,2,0.0,marine,marine,assets/icons/red/0870--867--jet-ski-near-the-coast.png,assets/icons/yellow/0870--867--jet-ski-near-the-coast.png,assets/icons/green/0870--867--jet-ski-near-the-coast.png
871,868,Lost Child at Beach - Coastguard Search,1,868,3,19.44,marine,marine,assets/icons/red/0871--868--lost-child-at-beach-coastguard-search.png,assets/icons/yellow/0871--868--lost-child-at-beach-coastguard-search.png,assets/icons/green/0871--868--lost-child-at-beach-coastguard-search.png
